Kod;Skolenhetsnamn;Grund-skola;Förskole-klass;Fritids-hem
1984;Central Insamlingsenhet;;;
1984;Grundsärskolan;;;Ja
1984;Gäddgårdsskolan 7-9;Ja;;
1984;Gäddgårdsskolan F-6;Ja;Ja;Ja
1984;Götlunda skola;Ja;Ja;Ja
1984;Ladubacksskolan;Ja;Ja;Ja
1984;Nybyholmsskolan;Ja;Ja;Ja
1984;Stureskolan;Ja;;
1984;Vasagymnasiet;;;
1984;Vuxenutbildning, komvux;;;
1984;Vuxenutbildning, SFI;;;
1984;Vuxenutbildning, Särvux;;;
2021;Berghedens skola;Ja;Ja;Ja
2021;Myrbacka skola;Ja;;Ja
2021;Nederborgs skola;Ja;Ja;Ja
2021;Olympicaskolan i Skålö;Ja;Ja;Ja
2021;Parkskolan;Ja;Ja;Ja
2021;Smedbergsskolan 4-9;Ja;;
2021;Vansbro Lärcentrum ;;;
2021;Vansbro utbildningscenter gy.;;;
2023;Blomsterbäcksskolan;Ja;Ja;Ja
2023;Central Insamlingsenhet Kommunal verksamhet;;;
2023;Centralskolan;Ja;;
2023;Fritidshemmet Dal-Lyan;;;Ja
2023;Lillmons skola;Ja;Ja;Ja
2023;Lärcentrum Malung;;;
2023;Malungsfors skola;Ja;Ja;Ja
2023;Malung-Sälens gymnasieskola;;;
2023;Rörbäcksnäs skola;Ja;Ja;Ja
2023;Sälens skola;Ja;Ja;Ja
2023;Ungärde skola;Ja;Ja;Ja
2026;Björboskola;Ja;Ja;Ja
2026;Bäsnaskola;Ja;Ja;Ja
2026;Djurmoskolan;Ja;Ja;Ja
2026;Djuråsskolan F-9;Ja;Ja;Ja
2026;Gymnasieutbildningen i Gagnef;;;
2026;Kyrkskolan;Ja;Ja;Ja
2026;Mockfjärdsskolan;Ja;Ja;Ja
2026;Syrholnsskola;Ja;;Ja
2026;Särskolan Skeppet;;;Ja
2026;Vuxenutbildningen Gagnef;;;
2026;Vuxenutbildningen Gagnef/SFI;;;
2029;Banérskolan;Ja;Ja;Ja
2029;Grundsärskolan Leksand;;;Ja
2029;Gärde skola;Ja;Ja;Ja
2029;Insjöns skola;Ja;Ja;Ja
2029;Leksands gymnasium;;;
2029;Profilskolan Excel;Ja;Ja;Ja
2029;Sammilsdalskolan F-9;Ja;Ja;Ja
2029;Siljansnäs skola;Ja;Ja;Ja
2029;Tällberg skola;Ja;Ja;Ja
2029;Ullvi skola;Ja;Ja;Ja
2029;Vuxenutbildningen Leksand-Rättvik;;;
2029;Åkerö skola;Ja;Ja;Ja
2031;Boda skola;Ja;Ja;Ja
2031;Furudals centralskola;Ja;Ja;Ja
2031;Ingels skola;Ja;Ja;Ja
2031;Nyhedsskolan;Ja;Ja;Ja
2031;Rättviks grundsärskola;;Ja;Ja
2031;Rättviksskolan;Ja;;
2031;Stiernhööks gymnasiesärskola;;;
2031;Stiernhööksgymnasiet;;;
2031;Sätra skola;Ja;Ja;Ja
2031;Söderås skola;Ja;Ja;Ja
2031;Vikarbyns skola;Ja;Ja;Ja
2034;Bergetskolan;Ja;Ja;Ja
2034;Central Insamlingsenhet;;;
2034;Digerbergets skola;Ja;Ja;Ja
2034;Kyrkbyns skola;Ja;Ja;Ja
2034;Orsaskolan;Ja;;
2034;Skattunge Friskola;Ja;Ja;Ja
2039;Buskoviusskolan;Ja;Ja;Ja
2039;Rot skola;Ja;Ja;Ja
2039;Strandskolan;Ja;Ja;Ja
2039;Älvdalens Utbildningscentrum;;;
2039;Älvdalsskolan;Ja;Ja;Ja
2061;Bergaskolan;Ja;;
2061;Hagge skola;Ja;Ja;Ja
2061;Kyrkskolan;Ja;;Ja
2061;Röda Berga;Ja;Ja;Ja
2061;Vad skola;Ja;Ja;Ja
2061;VBU Smeden;;;
2061;VBU Stegelbacken;;;
2061;Vinsboskolan;Ja;Ja;Ja
2062;Bjäkenbackens skola F-6;Ja;Ja;Ja
2062;Blåklockans fritidshem;;;Ja
2062;Färnäs skola F-6;Ja;Ja;Ja
2062;Hånåkni förskola FTHOB;;;Ja
2062;Mora gymnasiesärskola;;;
2062;Mora gymnasium, ro 1;;;
2062;Mora gymnasium, ro 2;;;
2062;Mora vuxenutbildning, ro 5 SFI;;;
2062;Mora vuxenutbildning, ro5 komvux;;;
2062;Mora vuxenutbildning, ro5 särvux;;;
2062;Morkarlby skola F-6;Ja;Ja;Ja
2062;Morkarlbyhöjdens skola 7-9;Ja;;
2062;Noretsskolan 7-9;Ja;;
2062;Noretsskolan F-6;Ja;Ja;Ja
2062;Nusnäs skola F-6;Ja;Ja;Ja
2062;Selja-Långlets friskola;Ja;Ja;Ja
2062;Sollerö skola F-6;Ja;Ja;Ja
2062;Utmelands skola F-6;Ja;Ja;Ja
2062;Venjans skola F-6;Ja;Ja;Ja
2062;Vika skola F-6;Ja;Ja;Ja
2062;Våmhus skola F-6;Ja;Ja;Ja
2062;Ängsskolan F-9;Ja;Ja;Ja
2080;Aspebodaskolan;Ja;Ja;Ja
2080;Bjursåsskolan 7-9;Ja;;
2080;Bjursåsskolan F-6;Ja;Ja;Ja
2080;Britsarvsskolan;Ja;Ja;Ja
2080;Central Insamlingsenhet Kommunal verksamhet;;;
2080;Centralt rektorsområde;;;
2080;Danholnsskolan;Ja;Ja;Ja
2080;Drottning Blankas Gymnasieskola Falun;;;
2080;Erlaskolan Falun;Ja;Ja;Ja
2080;Falu Frigymnasium;;;
2080;Falu komvux, Grundvux;;;
2080;Falu komvux, särvux;;;
2080;Falu vuxenutbildning;;;
2080;Falu vuxenutbildning SFI;;;
2080;Friskolan Mosaik;Ja;Ja;Ja
2080;Främbyskolan;Ja;Ja;Ja
2080;Grundsärskolan;;;Ja
2080;Gruvrisskolan;Ja;Ja;Ja
2080;Grycksboskolan;Ja;Ja;Ja
2080;Hagströmska gymnasiet Falun;;;
2080;Haraldsbo, gysär;;;
2080;Hosjöskolan;Ja;Ja;Ja
2080;Hälsingbergsskolan;Ja;Ja;Ja
2080;Hälsinggårdsskolan;Ja;Ja;Ja
2080;Internationella Engelska Skolan Falun;Ja;;
2080;Kristinegymnasiet RO1;;;
2080;Kristinegymnasiet RO2;;;
2080;Liljansskolan;Ja;Ja;Ja
2080;Linghedsskolan;Ja;Ja;Ja
2080;Lugnetgymnasiet RO1;;;
2080;Lugnetgymnasiet RO2;;;
2080;Lugnetgymnasiet RO3;;;
2080;Lugnetgymnasiet RO4;;;
2080;Montessoriskolan i Falun;Ja;Ja;Ja
2080;Musikkonservatoriet Falun;;;
2080;Praktiska Gymnasiet Falun;;;
2080;Rönndalsskolan;Ja;Ja;Ja
2080;Slättaskolan;Ja;Ja;Ja
2080;Sundbornsskolan;Ja;Ja;Ja
2080;Svärdsjöskolan ;Ja;;
2080;Sågmyraskolan;Ja;Ja;Ja
2080;Söderbaumska skolan;Ja;Ja;Ja
2080;Södra skolan;Ja;Ja;Ja
2080;Toftaskolan;Ja;Ja;Ja
2080;Vikaskolan;Ja;Ja;Ja
2080;Västra Skolan;Ja;;
2080;Östra skolan;Ja;Ja;Ja
2081;Amsbergs skola;Ja;Ja;Ja
2081;Domnarvets skola;Ja;Ja;Ja
2081;Elevhälsan;;;
2081;Erikslundsgymnasiet;;;
2081;Forssaklackskolan;Ja;;
2081;Forssaängskolan;Ja;Ja;Ja
2081;Gylle skola 7-9;Ja;;
2081;Gylle skola F-6;Ja;Ja;Ja
2081;Hagagymnasiet;;;
2081;Halvarsgårdars skola;Ja;Ja;
2081;Helixgymnasiet Borlänge;;;
2081;Hushagsgymnasiet;;;
2081;Immanuelskolan;Ja;Ja;Ja
2081;Introduktionsprogrammen;;;
2081;Jakobsgårdsskolan;;;Ja
2081;Kunskapsskolan Borlänge;Ja;;
2081;Kvarnsvedens skola;Ja;Ja;Ja
2081;Kyrkskolan;Ja;Ja;Ja
2081;Lanternan;Ja;;
2081;Ljungbergsgymnasiet sär;;;
2081;Maserskolan;Ja;;
2081;Mjälgaskolan;Ja;Ja;Ja
2081;Modersmålsenheten;;;
2081;Nygårdsskolan;Ja;Ja;Ja
2081;Ornäs skola 4-9;Ja;;
2081;Ornäs skola F-3;Ja;Ja;Ja
2081;Rytmus Borlänge;;;
2081;Skräddarbacksskolan;Ja;Ja;Ja
2081;Soltorgsgymnasiet;;;
2081;Tjärnaskolan;Ja;Ja;Ja
2081;Tjärnaängskolan;Ja;Ja;Ja
2081;Torsångs skola;Ja;Ja;Ja
2081;Tunets skola;Ja;Ja;Ja
2081;Utvecklingsklasserna;;;
2081;Vuxenutbildningen;;;
2081;Vuxenutbildningen, SFI;;;
2081;Vuxenutbildningen, Särvux;;;
2081;Välkomstcentrum;;;
2082;Dahlander kunskapscentrum;;;
2082;Enbacka skola;Ja;Ja;Ja
2082;Klockarskolan;Ja;;
2082;Kristineskolan Säter;;;Ja
2082;Kungsgårdsskolan;Ja;Ja;Ja
2082;Stora Skedvi skola;Ja;Ja;Ja
2082;Vuxenutbildningen;;;
2082;Vuxenutbildningen/SFI;;;
2082;Vuxenutbildningen/Särvux;;;
2083;Annaskolan;Ja;;Ja
2083;Dormsjöskolan gymnasiesär;;;
2083;Dormsjöskolan/grundskola;Ja;;
2083;Fyrklöverskolan;Ja;Ja;Ja
2083;Garpenbergs skola;Ja;Ja;Ja
2083;Hedemora Vuxenubildning/Lärvux;;;
2083;Hedemora Vuxenutbildning;;;
2083;Hedemora Vuxenutbildning/ SFI;;;
2083;Jonsboskolan F-6;Ja;Ja;Ja
2083;Martin Koch-gymnasiet;;;
2083;Olympica;Ja;Ja;Ja
2083;Smedby skola F-6;Ja;Ja;Ja
2083;Stureskolan;Ja;Ja;Ja
2083;Vasaskolan 7-9;Ja;;
2083;Vikmanshyttans skola;Ja;Ja;Ja
2083;Västerby skola;Ja;Ja;Ja
2084;Bergsnässkolan;Ja;;Ja
2084;By skola;Ja;Ja;Ja
2084;Domarhagsskolan;Ja;;
2084;Fors skola;Ja;Ja;Ja
2084;Grytnäs friskola;Ja;Ja;Ja
2084;Johan Olovsskolan;Ja;Ja;Ja
2084;Karlbo skola;Ja;Ja;Ja
2084;Karlfeldtgymnasiet;;;
2084;Krylbo skola;Ja;Ja;Ja
2084;Markusskolan;Ja;Ja;Ja
2084;Nordanö skola;Ja;Ja;Ja
2084;Skogsbo skola;Ja;Ja;Ja
2084;Särskola 1-6;;;
2084;Särskola 7-9;;;
2084;Vuxenlärande;;;
2084;Vuxenlärande SFI;;;
2084;Vuxenlärande särvux;;;
2084;Åvestadalskolan;Ja;;
2085;Björkås särskola;;;
2085;Blötbergets skola;Ja;Ja;Ja
2085;Fredriksbergsskolan;Ja;Ja;Ja
2085;Hitachigymnasiet;;;
2085;Håksberg;Ja;Ja;Ja
2085;Junibackens skola;Ja;Ja;Ja
2085;Knutsbo skola;Ja;Ja;Ja
2085;Kyrk grundsärskola;;;
2085;Kyrkskolan 4-6;Ja;;Ja
2085;Kyrkskolan 7-9;Ja;;
2085;Lorensbergaskolan 4-6;Ja;;
2085;Lorensbergaskolan 7-9;Ja;;
2085;Lorensbergaskolan F-3;Ja;Ja;Ja
2085;Lorensbergaskolan F-6;Ja;Ja;Ja
2085;Nyhammars skola;Ja;Ja;Ja
2085;Parkskolan;Ja;Ja;Ja
2085;Solviksskolan;Ja;Ja;Ja
2085;Sunnansjö skola;Ja;Ja;Ja
2085;Sörviks skola;Ja;Ja;Ja
2085;Vasaskolan;Ja;Ja;Ja
2085;VBU Högbergsskolan 1;;;
2085;VBU Högbergsskolan 2;;;
2085;VBU Högbergsskolan 3;;;
2085;VBU Högbergsskolan gymnasiesär;;;
2085;VBU Komvux;;;
2085;VBU Lärvux;;;
2085;VBU Malmen;;;
2085;VBU SFI;;;
2101;Gäverängeskolan;Ja;Ja;Ja
2101;Perslundaskolan;Ja;;Ja
2101;Vuxenutbildningen/IM;;;
2101;Åbyggeby skola;Ja;Ja;Ja
2104;Björkhagsskolan, gymnasium;;;
2104;Björkhagsskolan, komvux;;;
2104;Björkhagsskolan, SFI;;;
2104;Central Insamlingsenhet Elevhälsan;;;
2104;Grundsärskolan;;;
2104;Lillåskolan;Ja;Ja;Ja
2104;Petreskolan;Ja;;
2104;Solbergaskolan;Ja;Ja;Ja
2104;Värnaskolan;Ja;Ja;Ja
2121;Alftaskolan 7-9;Ja;;
2121;Alftaskolan F-6;Ja;Ja;Ja
2121;Celsiusskolan 7-9;Ja;;
2121;Celsiusskolan F-6;Ja;Ja;Ja
2121;Knåda skola;Ja;Ja;Ja
2121;Lillboskolan;Ja;Ja;Ja
2121;Rotebergs skola;Ja;Ja;Ja
2121;Runemo skola;Ja;Ja;Ja
2121;Viksjöfors skola;Ja;Ja;Ja
2121;Voxnadalens gymnasium;;;
2121;Vuxenutb. i Ovanåker, särvux;;;
2121;Vuxenutbildningen i Ovanåker;;;
2121;Vuxenutbildningen i Ovanåker/Svenska för invandrare;;;
2132;Arthur Engbergskolan;Ja;Ja;Ja
2132;Bergsjö skola;Ja;;
2132;Bringstaskolan;Ja;Ja;Ja
2132;Gnarps skola;Ja;Ja;Ja
2132;Gymnasieutbildn. i Nordanstig RO9;;;
2132;Hosiannaskolan;Ja;Ja;Ja
2132;Ilsbo skola;Ja;Ja;Ja
2132;Lönnbergsskolan;Ja;Ja;Ja
2132;Ro integrerade särskoleelever;Ja;;
2132;Stocka Friskola;Ja;Ja;Ja
2132;Träningsklassen i Bergsjö;;;Ja
2132;Vuxenutbildningen, SFI, särvux RO 16;;;
2161;Båtbacken;Ja;Ja;Ja
2161;Central Insamlingsenhet;;;
2161;Freinetskolan Tallbacken;Ja;Ja;Ja
2161;Friskolan Vintergatan;Ja;;
2161;Färila skola;Ja;Ja;Ja
2161;Grundsärskolan;;;
2161;Gärdeåsskolan;Ja;Ja;Ja
2161;Gärdeåsskolan, särvux;;;
2161;Järvsö skola F-9;Ja;Ja;Ja
2161;Järvsögymnasiet;;;
2161;Kommunal vuxenutbildning;;;
2161;Los skola;Ja;Ja;Ja
2161;Slottegymnasiet;;;
2161;Stenhamreskolan 7-9;Ja;;
2161;Stenhamreskolan F-6;Ja;Ja;Ja
2161;Svenska för invandrare;;;
2161;Tallåsens skola;Ja;Ja;Ja
2161;Träutbildningar i Hälsingland;;;
2180;Alborga skola;Ja;Ja;Ja
2180;Andersbergsskolan;Ja;Ja;Ja
2180;Bergby Centralskola 1-9;Ja;Ja;Ja
2180;Björke skola;Ja;Ja;Ja
2180;Borgarskolan;;;
2180;Drottning Blankas Gymnasieskola Gävle;;;
2180;Forsbacka skola;Ja;Ja;Ja
2180;Fridhemsskolan;Ja;Ja;Ja
2180;Friskolan Lyftet;Ja;Ja;Ja
2180;Gefle Montessoriskola;Ja;Ja;Ja
2180;Gymnasiesärskolan;;;
2180;Hagaströms skola;Ja;Ja;Ja
2180;Hedesunda skola;Ja;Ja;Ja
2180;Hemlingbyskolan;Ja;Ja;Ja
2180;IM-gymnasiet;;;
2180;Internationella Engelska Skolan Gävle;Ja;;Ja
2180;Kunskapsskolan Gävle;Ja;;
2180;Lilla Sätra grundsärskola;;;Ja
2180;Lilla Sätraskolan;Ja;Ja;Ja
2180;Lillhagsskolan;Ja;Ja;Ja
2180;Ludvigsbergsskolan;Ja;Ja;Ja
2180;Magelungens grundskola Gävle;Ja;;
2180;Milboskolan;Ja;Ja;Ja
2180;NTI Vetenskapsgymnasiet Gävle;;;
2180;Nynässkolan 7-9;Ja;;
2180;Polhemsskolan;;;
2180;Praktiska Gymnasiet Gävle;;;
2180;Prolympia, Gävle;Ja;Ja;Ja
2180;Realgymnasiet Gävle;;;
2180;Sjöängsskolan;Ja;Ja;Ja
2180;Sofiedal grundsärskola;;;Ja
2180;Sofiedalskolan;Ja;Ja;Ja
2180;Solängsskolan;Ja;Ja;Ja
2180;Solängsskolan Grundsär;;;Ja
2180;Staffansskolan;Ja;Ja;Ja
2180;Stigslunds skola;Ja;Ja;Ja
2180;Stora Sätra grundsärskola;;;Ja
2180;Stora Sätraskolan;Ja;;Ja
2180;Strömsbro skola;Ja;Ja;Ja
2180;Stödverksamheter;;;
2180;Sörbyskolan;Ja;Ja;Ja
2180;Sörbyskolan grundsärskolan;;;Ja
2180;Tallbackens skola;Ja;Ja;Ja
2180;Tallbo särskola;;;Ja
2180;Thoren Business School Gävle;;;
2180;Tranmursskolan GKS;Ja;Ja;Ja
2180;Trödje skola;Ja;Ja;Ja
2180;Ulvsäter grundsärskola;;;Ja
2180;Ulvsäterskolan;Ja;;Ja
2180;Vallbacksskolan;Ja;;
2180;Vallbacksskolan grundsärskolan;;;Ja
2180;Vasaskolan;;;
2180;Vikingaskolan;Ja;Ja;Ja
2180;Vuxenutbildningen, Komvux;;;
2180;Vuxenutbildningen, SFI;;;
2180;Vuxenutbildningen, Särvux;;;
2180;Yrkesgymnasiet Gävle;;;
2180;Ytterharnäs skola;Ja;Ja;Ja
2180;Åbyggeby skola;Ja;Ja;Ja
2181;Alsjöskolan;Ja;Ja;Ja
2181;Bessemerskolan;;;
2181;Bessemerskolan_IM;;;
2181;Björksätraskolan F-9;Ja;Ja;Ja
2181;Centrum för vuxnas lärande i Sandviken;;;
2181;Centrum för Vuxnas Lärande i Sandviken SFI;;;
2181;Centrum för vuxnas lärande i Sandviken Särvux;;;
2181;Dag och Natt ;;;Ja
2181;Grundsärskolan 1-9;;;
2181;Gullhedskolan;Ja;Ja;Ja
2181;Gymnasiesärskolan;;;
2181;Göranssonska skolan;;;
2181;Hedängskolan 7-9;Ja;;
2181;Hedängskolan F-6;Ja;Ja;Ja
2181;Jernvallskolan;Ja;Ja;Ja
2181;Jäderfors skola;Ja;Ja;Ja
2181;Kungsgårdens skola;Ja;Ja;Ja
2181;Murgårdsskolan;Ja;Ja;Ja
2181;Norrsätraskolan;Ja;Ja;Ja
2181;Sandvikens Internationella Montessoriskola;Ja;Ja;Ja
2181;Sätra skola;Ja;Ja;Ja
2181;Träningsskola;;;Ja
2181;Vallhovskolan;Ja;Ja;Ja
2181;Verksamhetsomr. Elevhälsa/Stöd;;;
2181;Västanbynskolan;Ja;Ja;Ja
2181;Årsunda Kyrkskola;Ja;Ja;Ja
2181;Österfärnebo skola;Ja;Ja;Ja
2182;Bergviksskolan åk 4-9;Ja;;Ja
2182;Bergviksskolan åk F-3;Ja;Ja;Ja
2182;CFL SFI, vårdvux, RO14;;;
2182;HamnaSkolan;Ja;;
2182;Mo skola;Ja;Ja;Ja
2182;Norrtullskolan åk 7-9;Ja;;
2182;Norrtullskolan åk F-6;Ja;Ja;Ja
2182;Rosenvallskolan;Ja;Ja;Ja
2182;Sandarne skola;Ja;Ja;Ja
2182;Staffangymnasiet RO6;;;
2182;Staffangymnasiet RO7;;;
2182;Stenbergaskolan särskolan;;;Ja
2182;Stenbergaskolan åk 4-9;Ja;;Ja
2182;Stenbergaskolan åk F-3;Ja;Ja;Ja
2182;Stentägtskolan;Ja;Ja;Ja
2182;Stråtjära skola;Ja;Ja;Ja
2182;Stugsunds skola;Ja;Ja;Ja
2182;Särvux, komvux, RO15;;;
2182;Söderhamns Friskola och Fritids;Ja;Ja;Ja
2182;Trönö skola;Ja;Ja;Ja
2182;Vågbroskolan åk 4-9;Ja;;Ja
2182;Vågbroskolan åk F-3;Ja;Ja;Ja
2183;Alirskolan 7-9;Ja;;
2183;Arbråskolan F-9;Ja;Ja;Ja
2183;Björktjära skola F-6;Ja;Ja;Ja
2183;Central Insamlingsenhet;;;
2183;Edenskolan;Ja;Ja;Ja
2183;FRI att VÄXA Växsjö Byskola;Ja;Ja;Ja
2183;Friskolan Lust & Lära;Ja;;
2183;Friskolan Nytorp;;;
2183;Granbergsskolan F-6;Ja;Ja;Ja
2183;Hälsingegymnasiet;;;
2183;Höghammargymnasiet RO1;;;
2183;Höghammargymnasiet RO2;;;
2183;Kilafors skola F-9;Ja;Ja;Ja
2183;Kilbergsskolan F-6;Ja;Ja;Ja
2183;Komvux, SFI, RO13;;;
2183;Komvux, särvux RO12;;;
2183;Naturlära i Hälsingland;;;
2183;Nyhamre skola F-6;Ja;Ja;Ja
2183;Nytorps Hästgymnasium;;;
2183;Rengsjöskolan F-6;Ja;Ja;Ja
2183;Segersta Nya skola;Ja;Ja;Ja
2183;Sörängs skola;Ja;Ja;Ja
2183;Torsbergsgymnasiet RO4;;;
2183;Torsbergsgymnasiet RO5;;;
2183;Vallsta skola F-6;Ja;Ja;Ja
2183;Västansjö Byskola;Ja;Ja;Ja
2184;Björkbergs skola;Ja;Ja;Ja
2184;Bobygda skola;Ja;Ja;Ja
2184;Bromangymnasiet 1;;;
2184;Bromangymnasiet 2;;;
2184;Bromangymnasiet 3;;;
2184;Central Insamlingsenhet;;;
2184;Centrum för utv. o lärande SFI;;;
2184;Centrum för utv. o lärande vux;;;
2184;Delsbo Waldorffritds;;;Ja
2184;Delsbo waldorfskola;Ja;Ja;
2184;Ede skola;Ja;Ja;Ja
2184;Edsta skola;Ja;Ja;Ja
2184;Enångers skola;Ja;Ja;Ja
2184;Friggesundsskolan;Ja;Ja;Ja
2184;Hudikgymnasiet;;;
2184;Hudikskolan 7-9;Ja;;
2184;Hudikskolan F-6;Ja;Ja;Ja
2184;Håsta skola;Ja;Ja;Ja
2184;Idenors skola;Ja;Ja;Ja
2184;Iggesunds skola;Ja;Ja;Ja
2184;Lunds skola;Ja;Ja;Ja
2184;Läroverket;Ja;;
2184;Malsta skola;Ja;Ja;Ja
2184;Njutångers skola;Ja;Ja;Ja
2184;Näsvikens skola;Ja;Ja;Ja
2184;Sandvalla skola;Ja;Ja;Ja
2184;Skolbyn;Ja;Ja;Ja
2184;Svågadalens skola;Ja;Ja;Ja
2184;Särvux, C.U.L;;;
2184;Tingsbacken;;;
2184;Västra skolan;Ja;Ja;Ja
2184;Östra skolan;Ja;;
2260;Björkbackaskolan;Ja;Ja;Ja
2260;Bobergsgymnasiet;;;
2260;Fränstaskolan;Ja;Ja;Ja
2260;Kordelia Friskola AB;Ja;Ja;Ja
2260;Ljungaskolan;Ja;Ja;Ja
2260;Minervaskolan;Ja;;
2260;Torpshammars skola;Ja;Ja;Ja
2260;Ångströmsenheten, komvux;;;
2260;Ångströmsenheten, SFI;;;
2260;Ångströmsenheten, särvux;;;
2262;Ala skola;Ja;;
2262;Arenaskolan grundskola;Ja;;
2262;Arenaskolan grundsärskola;;;
2262;Bergeforsen grundskola;Ja;Ja;Ja
2262;Bergeforsen grundsärskola;;;
2262;Böle skola;Ja;Ja;Ja
2262;Central Insamlingsenhet;;;
2262;Fagerviks skola;Ja;Ja;Ja
2262;Laggarbergs skola;Ja;Ja;Ja
2262;Ljustorps skola;Ja;Ja;Ja
2262;Mariedalsskolan;Ja;Ja;Ja
2262;Söråkers skola;Ja;Ja;Ja
2262;Timrå gymnasium 1;;;
2262;Timrå gymnasium 2;;;
2262;Vuxenutbildningen i Timrå;;;
2280;Bondsjöhöjdens skola åk F-2;Ja;Ja;Ja
2280;Brunne skola;Ja;Ja;Ja
2280;Brännaskolan;Ja;Ja;Ja
2280;Geresta-/Hedda Wising grundsärskola;;;Ja
2280;Gerestaskolan åk F-6;Ja;Ja;Ja
2280;Hedda Wisingskolan;Ja;;
2280;Häggdånger byskola;Ja;Ja;Ja
2280;Hälledals skola;Ja;Ja;Ja
2280;Härnösands gymnasiesärskola;;;
2280;Härnösands gymnasium 1;;;
2280;Härnösands gymnasium 2;;;
2280;Härnösands gymnasium 3;;;
2280;Kastellskolan;Ja;Ja;Ja
2280;Kommunal vuxenutbildning - grundläggande;;;
2280;Kommunal vuxenutbildning - gymnasial;;;
2280;Kristinaskolan;;;Ja
2280;Murbergsskolan åk 3-6;Ja;;Ja
2280;Solenskolan åk F-6;Ja;Ja;Ja
2280;Wendela Hellmanskolan;Ja;;
2280;Vuxenutbildningen, SFI;;;
2280;Vuxenutbildningen, Särvux;;;
2280;Älandsbro skola åk F-6;Ja;Ja;Ja
2281;Bergsåkers skola;Ja;Ja;Ja
2281;Bosvedjeskolan;Ja;Ja;Ja
2281;Bredsands skola;Ja;Ja;Ja
2281;Central Insamlingsenhet Kommunal verksamhet;;;
2281;Drottning Blankas Gymnasieskola Sundsvall;;;
2281;Essviks skola;Ja;Ja;Ja
2281;Granbergsskolan;Ja;Ja;Ja
2281;Gångvikens skola;Ja;Ja;Ja
2281;Hagaskolan;Ja;Ja;Ja
2281;Heliås Svartvik;Ja;Ja;Ja
2281;Hellbergsskolan;Ja;Ja;Ja
2281;Höglundaskolan;Ja;Ja;Ja
2281;Högoms skola;Ja;Ja;Ja
2281;Internationella Engelska Skolan Sundsvall;Ja;;Ja
2281;KLARA Teoretiska Gymnasium Sundsvall;;;
2281;Komvux Grundläggande;;;
2281;Komvux Gymnasial allmän;;;
2281;Komvux Gymnasial yrke egen;;;
2281;Komvux Gymnasial yrke extern;;;
2281;Komvux Sfi;;;
2281;Komvux Särskild utbildning för vuxna;;;
2281;Kristna skolan Oasen;Ja;Ja;Ja
2281;Kyrkmons skola;Ja;Ja;Ja
2281;Lidens skola;Ja;Ja;Ja
2281;Ljustadalens skola;Ja;Ja;Ja
2281;Lucksta skola;Ja;Ja;Ja
2281;Matfors skola;Ja;Ja;Ja
2281;Mimerskolan;Ja;;Ja
2281;Nivrenaskolan;Ja;;
2281;Njurunda Friskola;Ja;Ja;Ja
2281;Norrbackaskolan;;Ja;Ja
2281;NTI Gymnasiet Sundsvall;;;
2281;Praktiska Gymnasiet Sundsvall;;;
2281;Prolympia, Sundsvall;Ja;Ja;Ja
2281;Realgymnasiet i Sundsvall;;;
2281;Sidsjö Fristående Grundskola;Ja;Ja;Ja
2281;Skvaderns gymnasieskola;;;
2281;Skönsmons skola;Ja;Ja;Ja
2281;Solede skola;Ja;Ja;Ja
2281;St Olofsskolan;Ja;Ja;Ja
2281;Stige skola;Ja;Ja;Ja
2281;Stöde skola;Ja;Ja;Ja
2281;Sundsvalls Gymn. Hedbergska 2;;;
2281;Sundsvalls Gymn. Hedbergska 3;;;
2281;Sundsvalls Gymn. Hedbergska 4;;;
2281;Sundsvalls Gymn. Västermalm 1;;;
2281;Sundsvalls Gymn. Västermalm 2;;;
2281;Sundsvalls Gymn. Västermalm 3;;;
2281;Sundsvalls Gymn. Västermalm 4;;;
2281;Sundsvalls Gymn. Västermalm 5;;;
2281;Sundsvalls Gymn. Västermalm 6;;;
2281;Sundsvalls gymnasium, Hedbergska 1;;;
2281;Sundsvalls Montessoriskola;Ja;Ja;Ja
2281;Thoren Business School Sundsvall;;;
2281;Thoren Framtid Kunskapsakademin;Ja;;
2281;Thoren Framtid Sundsvall F-3;Ja;Ja;Ja
2281;Uslands skola;Ja;Ja;Ja
2281;Vallens skola;Ja;Ja;Ja
2281;Vibackeskolan;Ja;Ja;Ja
2282;Bollstaskolan;Ja;Ja;Ja
2282;Docksta Friskola;Ja;Ja;Ja
2282;Grämestaskolan;Ja;Ja;Ja
2282;Gudmundråskolan 1 ;Ja;;
2282;Gudmundråskolan 2;Ja;;
2282;Högakustenskolan;Ja;Ja;Ja
2282;Kramfors 2 Grundsärskolan;;;Ja
2282;Kramfors gymnasiesär 2 Ådalsskolan;;;
2282;Kramfors gymnasiesärskola Nordvik;;;
2282;Kramforsskolan 1;Ja;;Ja
2282;Nordingråskolan;Ja;Ja;Ja
2282;Nylandsskolan;Ja;Ja;Ja
2282;Räddningsgymnasiet Sandö;;;
2282;Skarpåkersskolan;Ja;Ja;Ja
2282;Studiecentrum;;;
2282;Studiecentrum, SFI;;;
2282;Ullångersskolan;Ja;Ja;Ja
2282;Ådalsskolan 1;;;
2282;Ådalsskolan 2;;;
2283;Centrala elevhälsan;;;
2283;Edsele skola;Ja;Ja;Ja
2283;Helgums skola;Ja;Ja;Ja
2283;Junsele skola;Ja;Ja;Ja
2283;Kalknäs skola;Ja;Ja;Ja
